205,12714,3,8204,18663,6044,22,324
206,12716,3,5508,18663,5210,28,270
207,13069,3,5617,18663,5777,22,253
208,13464,3,4905,18663,5575,28,363
209,14032,3,7417,18663,5777,28,283
210,14033,3,7417,18663,6222,28,316
211,14512,3,7758,18663,5907,22,409
212,14513,3,5068,18663,6416,22,268
213,14581,4,,18770,7041,22,306
214,14672,4,,,9336,36,364
215,14888,3,7059,,9336,34,321
216,15093,3,4905,18663,5502,22,344
217,15098,3,7913,18663,5907,28,307
218,15901,3,7417,18663,5907,28,260
219,,4,,,9336,28,313
220,10968,4,,18818,9335,28,313
221,11171,4,,18504,9335,36,408
222,9929,3,6611,,9334,28,409
223,10395,4,5105,,9334,22,313
224,,4,7268,,9334,22,313
225,,4,,,9334,28,313
226,14069,4,,,9334,22,313
227,14354,4,,,9334,22,313
228,14576,3,4841,18504,8964,22,367
229,16362,3,8128,18928,6414,34,383
230,16374,3,5336,18504,8964,22,370
231,,3,8173,,9334,22,432
232,16686,3,5545,18504,9334,24,280
233,17360,4,,18504,8527,20,364
234,,3,7178,18574,9333,22,411
235,,4,,,9333,19,313
236,,3,5404,,9333,36,318
237,9968,3,7964,,9332,28,404
238,9969,3,7964,,9332,28,404
239,9970,3,7964,,9332,28,404
240,9971,3,7964,,9332,28,404
241,16712,3,6052,,9332,22,338
242,13197,4,,18504,9331,28,364
243,,4,,,9330,22,313
244,11114,4,,,9330,22,313
245,11682,3,6710,,8019,28,434
246,12669,4,,,9330,36,313
247,13180,3,9007,,9330,22,255
248,15500,3,5132,18504,9330,34,258
249,15794,4,,,9330,22,313
250,16260,3,5490,,9330,27,401
251,8982,3,8858,,8959,36,407
252,12896,3,5652,18504,5902,29,347
253,9856,3,7382,,9329,22,262
254,9950,3,7091,18663,5058,28,224
255,11561,4,,18504,9329,19,399
256,,3,7328,,9329,22,432
257,13864,3,8797,,8957,28,293
258,13942,3,7091,,6675,28,283
259,14116,3,4729,,8957,22,280
260,14156,3,7670,18913,8016,36,411
261,15882,4,,,8957,22,313
262,16523,3,5163,,9329,28,351
263,,3,6897,,9329,22,254
264,,4,,18504,7025,19,306
265,17239,3,8534,18504,6412,34,330
266,14553,4,,18818,8010,28,313
267,,4,,18663,8954,22,313
268,16417,3,6281,18338,5016,34,430
269,17114,3,7456,,8954,22,351
270,17434,4,,18410,6672,27,306
271,9682,3,5816,18334,9328,22,258
272,10004,4,,18504,9328,22,313
273,11187,4,,18504,9328,27,399
274,11593,4,6622,18794,9328,22,313
275,11630,4,,18504,9328,22,369
276,16155,4,,18626,9328,22,313
277,17151,4,6182,18844,9328,22,306
278,9274,4,,18429,9327,28,313
279,12968,3,6636,18926,9327,22,264
280,13525,3,8559,18945,9327,36,304
281,,4,,18504,9326,36,313
282,10048,3,5256,18521,7021,28,397
283,12723,3,6637,18578,8950,22,314
284,,3,8228,18698,9326,29,370
285,16161,3,8895,18759,9326,28,372
286,16460,3,6574,18517,6210,34,383
287,11428,4,,18504,9325,19,306
288,12097,4,8215,,9325,28,313
289,12773,4,,18926,8004,22,313
290,15848,4,,18313,8510,28,313
291,,3,5839,18504,9325,22,318
292,15049,4,,18818,9346,28,313
293,14474,3,5660,18574,6047,29,252
294,15193,3,4601,18963,9345,22,432
295,15534,3,6121,,8977,36,295
296,16397,3,7881,18504,9344,29,393
297,11907,4,,18326,9343,22,313
298,13803,4,5022,18663,9343,22,313
299,14470,3,6732,18521,8975,22,255
300,16601,3,6667,18794,9343,28,407
301,17207,3,6827,18838,9343,24,366
302,10261,3,8139,18663,6226,28,224
303,,3,5222,18413,6226,22,229
304,11090,3,4664,18626,4906,22,367
305,12751,3,6898,18574,9342,28,351
306,15550,3,7123,18355,5019,22,321
307,8942,3,6210,18521,7044,36,418
308,9157,3,7804,18504,9341,22,255
309,9308,3,8605,18504,6045,22,255
310,10150,4,,,9341,36,364
311,,4,5078,18504,9341,22,313
312,10482,4,,18578,9341,22,306
313,10489,4,,18504,9341,22,313
314,9494,4,,18984,5672,28,313
315,11818,3,6257,18504,5060,34,328
316,12117,3,5279,18511,5778,22,307
317,13968,4,6143,18984,5909,28,313
318,,3,6849,18504,9339,29,407
319,15085,3,5769,,9339,22,351
320,16440,4,,18984,5376,28,313
321,,4,,,9339,36,313
322,17036,4,,18984,6225,28,313
323,17549,4,,18984,5577,22,313
324,8897,4,,18504,6036,28,369
325,8905,4,,18410,8947,27,364
326,9689,3,5139,18504,4993,24,400
327,9690,3,8115,18504,5015,24,401
328,9726,3,8099,18928,5501,29,372
329,9996,3,8745,18590,7019,34,370
330,10186,3,8557,18768,5238,29,316
331,10406,3,7814,18768,5668,24,370
332,10638,4,,,8947,22,313
333,10705,3,7996,18696,5143,34,262
334,11230,3,6501,18504,4914,29,245
335,11285,3,6668,18504,8508,29,344
336,11372,3,6462,18504,5435,34,268
337,11382,4,,,5772,28,399
338,11604,3,7174,18768,5501,34,299
339,12042,4,,18818,6403,28,421
340,12096,3,7057,,9324,28,434
341,12168,3,5344,18928,5772,29,291
342,13141,3,7747,18504,5143,34,275
343,13159,3,7552,18504,5056,29,351
344,13673,3,6139,18504,4981,29,407
345,13674,3,6139,18504,5036,24,299
346,14068,3,5513,18768,6664,24,266
347,14290,3,5519,18504,5569,34,253
348,14304,3,6581,18709,5668,24,347
349,14337,3,9035,18759,8508,29,347
350,14940,3,5917,18504,5283,29,376
351,15276,3,5367,18504,5175,29,248
352,15575,3,8808,18800,5320,34,252
353,15926,3,6751,18795,7019,34,262
354,16051,3,8756,18504,6209,34,397
355,16180,3,8788,18504,4981,34,262
356,16232,3,5107,18504,5899,34,418
357,16254,3,8624,18873,5772,29,351
358,16268,3,5105,18919,5320,34,407
359,16349,3,6185,18504,5056,29,372
360,16382,3,8485,18504,5175,34,393
361,17149,3,5907,18504,5772,29,243
362,10233,4,,18504,9398,28,364
363,16256,3,6766,,8205,28,414
364,16672,3,6313,,9398,34,418
365,10202,4,,,9397,27,313
366,11143,3,7490,18445,6499,28,245
367,,4,,18574,9397,28,364
368,12128,3,8349,,9100,28,372
369,,4,,,5701,28,313
370,,4,,,9397,28,313
371,14119,4,,18504,9397,22,306
372,14336,3,7490,,5701,28,367
373,14784,3,6745,,9397,22,302
374,16196,3,5503,,9397,22,253
375,11299,3,7373,18521,6296,36,330
376,14633,3,8558,,9396,28,407
377,16934,4,,,9396,27,313
378,9637,3,5454,18720,9395,22,280
379,,3,6997,18504,8672,28,440
380,,4,,,9395,22,313
381,15963,4,5979,18504,9395,28,369
382,16554,4,,,9395,22,313
383,9241,4,,18504,9394,28,364
384,10734,3,7941,18663,6099,22,297
385,11973,3,5499,,9394,28,432
386,12018,4,,18465,9394,22,364
387,13387,4,,18768,9394,19,408
388,13416,3,6908,,9394,28,278
389,14309,4,8164,,9394,22,313
390,16380,3,9026,18650,8671,22,378
391,16678,4,,18504,8670,22,380
392,17484,4,,18838,9094,22,408
393,10820,3,7879,18504,6097,34,310
394,9040,3,5361,18551,9393,24,347
395,9147,3,7475,,9393,22,351
396,9603,3,7131,,9393,22,351
397,9902,3,7802,,9393,22,269
398,11220,4,,,9393,22,313
399,12625,3,6814,,9393,22,330
400,13284,4,,,9393,36,313
401,14644,4,,,9393,36,313
402,15185,4,,18844,9393,22,306
403,16194,3,4960,18574,9393,22,393
404,,4,,18504,9393,22,306
405,,3,,,9392,22,266
406,10267,3,8442,,6793,19,249
407,10268,3,7925,,6291,27,264
408,10269,3,7925,,5700,27,331
409,10270,3,7925,,5949,27,233
410,10271,3,7925,,5817,27,360
411,10272,3,7925,18663,6291,27,264
412,10273,3,7925,,6291,27,264
413,10275,3,7925,,6291,27,249
414,10276,3,7925,,6291,27,264
415,10277,3,7925,,6096,27,331
416,10279,3,7925,18663,5700,27,331
417,10280,3,7925,,6291,27,264
418,10281,3,5082,,6793,27,223
419,10283,3,4923,,8662,19,442
420,10287,3,7925,,5817,27,229
421,10288,3,7925,,6096,27,318
422,10289,3,7928,,6496,27,442
423,10290,3,7925,,5949,27,331
424,10291,3,7925,,5949,27,417
425,10292,3,7925,,6096,27,331
426,10293,4,,18504,8662,28,399
427,10510,3,4624,18385,9392,22,299
428,17247,3,7066,,8662,28,370
429,17460,3,6872,,9392,20,400
430,14862,3,8366,18521,9088,28,262
431,,4,,,9391,28,313
432,16881,4,,,9391,22,313
433,16976,3,6476,,9391,27,307
434,13410,3,7452,18504,9086,22,407
435,13994,4,,18626,9086,22,313
436,16899,4,,,8659,22,313
437,16606,3,4551,18542,9389,28,347
438,10498,3,5683,18504,9388,34,401
439,8863,3,6728,,9082,36,350
440,10704,3,8457,18785,9387,22,397
441,,4,,18504,9387,22,364
442,11213,3,6929,,9387,34,372
443,12423,4,,18768,9387,27,313
444,12730,3,7022,,5157,34,269
445,,4,5906,,9387,28,313
446,15705,3,8465,18504,7687,34,330
447,15742,3,5377,18504,7687,29,262
448,16640,3,5071,18504,5948,29,378
449,16641,3,5071,18504,6094,29,255
450,16642,3,5558,18504,5816,29,321
451,16643,3,5320,18504,5698,29,240
452,17027,3,5220,18504,5608,29,404
453,9029,3,6037,18458,9386,36,268
454,9666,4,,18818,9386,22,306
455,10247,3,8777,,4888,22,347
456,11050,3,5876,,9386,22,366
457,11844,4,,18313,8649,28,313
458,,3,7281,18577,9386,36,409
459,13651,3,4673,,9386,28,370
460,13822,4,,18504,9386,28,306
461,15479,3,4931,18768,5518,24,432
462,16659,3,4644,,8649,28,366
463,,3,8754,18504,8649,22,434
464,8973,3,8101,18410,9385,22,367
465,11681,3,7519,,9385,34,255
466,,4,,,9385,22,313
467,,4,,,9385,22,313
468,14421,3,7109,,9385,22,366
469,16040,3,8006,,9385,22,407
470,9320,3,8352,18768,8647,22,400
471,10033,3,,,9384,28,323
472,10658,3,4632,,9384,36,258
473,14675,4,,18504,9384,19,313
474,,3,8908,18504,9078,22,409
475,9317,3,7575,18885,6779,34,434
476,16577,3,5462,,8644,22,409
477,16619,3,6666,,7190,22,409
478,9479,4,,18504,9403,28,408
479,9829,4,,18465,9403,22,306
480,11212,3,6929,,9403,34,393
481,11253,3,5812,,9110,28,262
482,12002,3,5650,,9403,22,397
483,12010,4,,,9403,22,313
484,12783,3,,,9403,22,407
485,12811,3,6812,,9403,20,357
486,12859,3,4967,,9403,28,423
487,14555,3,6404,18536,7217,24,330
488,15836,4,,,9403,22,313
489,17200,4,,18504,9403,28,364
490,9547,3,4616,18275,7710,28,328
491,,4,,,9402,22,313
492,11939,3,6046,18504,7710,29,351
493,13386,3,8323,18504,8210,29,347
494,14630,4,,18945,9402,22,313
495,14713,3,5006,18504,6805,34,307
496,,3,8752,,8685,22,250
497,10029,3,5193,18716,6501,29,370
498,,4,,,9401,28,313
499,10382,3,7709,,9107,22,400
500,,4,,18504,9401,36,306
501,13158,3,7620,,9401,22,302
502,13177,3,8366,,9107,22,262
503,15551,3,7064,18521,5822,28,328
504,16318,4,6276,18720,9401,22,306
505,16681,4,,,9401,22,313
506,16750,3,4902,,9107,36,266
507,16771,3,5333,18551,9401,20,280
508,16786,3,8825,,8685,28,383
509,9004,3,9001,18459,8684,22,367
510,9456,4,,18504,8684,19,364
511,9753,4,,18727,7215,28,306
512,,4,,18504,7708,22,306
513,10430,4,,18525,5524,27,408
514,10451,4,,18504,8207,28,364
515,10559,4,,18574,8684,22,399
516,10742,4,,18574,8684,22,306
517,11535,4,,18785,9400,22,306
518,11605,4,,18818,7708,28,306
519,11748,3,6069,18663,9105,28,262
520,,4,,18574,9105,22,306
521,12098,4,,18504,9400,22,306
522,12617,4,,18727,9400,22,399
523,,4,,18692,6802,27,364
524,13221,4,,18574,8684,22,364
525,13381,4,,18818,8684,22,306
526,13692,4,,18768,8207,19,349
527,14086,4,,18504,8684,22,369
528,14441,4,,18766,7215,19,306
529,14608,3,7933,18663,6103,28,344
530,14641,3,9017,18403,4820,22,321
531,14668,4,,18504,6802,20,306
532,14688,3,8309,18447,8207,36,397
533,14935,4,,18504,8684,22,364
534,15109,4,,18703,9400,28,364
535,15115,3,7959,18458,8684,20,367
536,15242,4,,18727,6802,19,306
537,15538,4,,18551,8207,28,364
538,15606,4,,18818,8207,28,421
539,15637,4,,18574,9400,36,306
540,16352,4,,18498,9105,36,306
541,16728,4,,18887,9105,20,408
542,16984,3,7856,18663,8207,28,348
543,17051,3,7502,18663,4762,28,297
544,17089,4,,18466,9105,22,306
545,17462,4,,18727,9400,22,399
546,17525,4,,18313,9105,19,364
547,17528,4,,,9400,28,313
548,17292,4,,18504,9399,27,313
549,11662,4,,18504,9098,28,433
550,,4,,,9085,28,313
551,11211,3,6929,,9390,34,350
552,11772,3,8902,18663,9390,22,324
553,11925,3,7533,,9085,22,330
554,13557,4,,18794,8657,22,306
555,14559,3,7949,18521,9085,22,324
556,15223,3,5102,18514,6289,34,309
557,15635,3,6816,18313,9390,28,344
558,17425,3,7359,18570,8194,29,366
559,8922,3,5755,18504,6091,34,255
560,9182,3,8969,18800,5099,34,243
561,,3,7247,,9383,29,323
562,9489,3,6328,18504,5256,29,330
563,9490,3,6328,18504,5099,29,370
564,9491,3,6328,18504,5156,29,367
565,9965,3,7747,18504,5099,34,422
566,10076,4,,18837,9076,20,313
567,10229,3,7283,18800,5187,29,252
568,10473,3,5864,18504,5065,29,383
569,10732,3,7552,18504,5025,24,434
570,10917,3,8872,18366,8642,28,378
571,10948,3,5285,,9383,28,418
572,11475,4,,,9383,22,313
573,11718,3,6469,18348,8642,29,245
574,12698,3,6525,18795,5605,24,330
575,12699,3,6390,18795,5946,24,409
576,12878,3,5999,18504,5814,29,255
577,13268,3,5908,18276,8642,34,385
578,13274,4,7078,,9383,22,313
579,13326,3,8057,18587,5393,29,260
580,13384,3,7202,18504,4937,34,309
581,13472,3,8432,,9383,28,434
582,13556,3,7750,18504,5065,29,397
583,13569,3,5907,18504,7188,29,418
584,13878,3,6205,18928,5946,34,365
585,13900,3,6467,18504,5218,34,423
586,14083,3,5354,18759,8176,29,307
587,14259,3,7218,,5001,34,397
588,14473,4,8440,,9076,22,313
589,14521,4,,18504,8176,19,313
590,14595,3,8803,18574,8642,34,397
591,14827,4,,,7188,27,364
592,15015,3,5895,18504,5605,29,269
593,15077,3,6427,18504,5814,34,307
594,15221,3,5304,18504,5187,24,423
595,15334,3,6220,18800,5696,29,348
596,15415,3,8060,18558,5156,24,266
597,15512,3,7041,18504,8642,34,423
598,15544,3,4578,18504,5460,29,383
599,15654,3,4886,18928,5814,34,262
600,15706,3,8106,18504,8642,29,283
601,15988,3,5514,18504,5099,34,231
602,16144,3,6495,18504,4899,24,314
603,16145,3,6495,18504,4919,24,268
604,16146,3,6495,18504,4950,24,253
605,16228,3,4650,18886,5295,34,248
606,16248,3,8931,18504,4853,34,366
607,16455,3,8521,18848,5460,29,245
608,16588,3,5164,18504,5605,34,266
609,16594,3,7810,18581,5256,29,321
610,16620,3,5836,18633,5814,29,245
611,17095,3,6933,18952,5295,34,430
612,17096,3,7106,18768,6091,34,423
613,17097,3,7721,18762,5696,34,280
614,17212,3,8088,18521,9076,22,253
615,17333,3,8898,18762,5124,29,372
616,17406,3,6014,18504,5124,34,344
617,17463,3,7217,,8642,34,258
618,17540,4,,18588,9383,22,313
619,9291,3,7253,18504,9423,22,252
620,10735,3,6243,,9138,28,252
621,,4,,18504,8726,22,313
622,12821,4,8408,,9138,28,313
623,13101,3,7239,18504,8726,34,366
624,13490,3,6589,,9423,22,370
625,14410,3,6240,,9423,22,280
626,15256,4,,18578,9423,22,313
627,,4,6489,,9423,22,313
628,15857,4,,18625,9138,28,313
629,15340,4,,18504,9421,19,408
630,9070,3,4983,,9134,28,411
631,12613,3,4810,18504,6118,34,351
632,16526,4,,18818,9420,28,399
633,17248,3,7540,,8721,28,370
634,12227,3,8466,,8239,22,414
635,17452,3,4855,18794,8717,28,389
636,11848,3,4988,18537,5829,22,397
637,16092,3,6566,18768,9419,29,365
638,14561,4,8488,,9419,22,313
639,15032,4,,18504,9419,22,313
640,11577,4,,,9418,28,313
641,12396,4,,,9418,22,313
642,,3,,,9418,24,351
643,16343,4,,18818,9418,22,306
644,16529,3,6678,18504,9418,34,400
645,11608,3,6817,,9417,22,330
646,,3,8647,,9417,28,423
647,16080,3,7104,,9417,22,401
648,16399,4,,,9417,20,313
649,16880,4,,18504,9417,22,306
650,10043,3,4901,,8711,28,383
651,13944,3,6335,18413,7239,28,434
652,14097,3,6818,18521,5297,22,338
653,14098,3,6818,,5341,28,318
654,,4,,,9416,22,313
655,8816,3,5403,18906,6519,22,243
656,8817,3,5403,18906,7237,22,363
657,13029,3,5403,18906,6822,22,262
658,16328,4,,18504,5221,28,306
659,13824,4,,,9415,28,313
660,9599,4,,18785,8229,28,313
661,9857,4,,18504,9413,28,408
662,10117,4,,18794,8229,22,408
663,10218,4,,18504,8229,28,313
664,10227,4,,,8702,22,313
665,,4,5826,18844,9123,19,306
666,10679,4,,18319,9123,22,306
667,11448,4,6203,,9123,28,313
668,11548,4,,18504,6818,28,421
669,11733,4,,18504,8229,22,364
670,12961,4,,18844,9123,22,399
671,13474,3,9013,,4865,28,283
672,13475,3,9013,,4874,22,293
673,13477,3,9012,,4938,28,385
674,13879,4,,18626,8702,22,313
675,14349,4,,18504,8702,22,306
676,14566,4,,18818,8229,22,313
677,14695,4,8062,18504,8702,28,408
678,14923,4,,18838,9123,22,421
679,15675,4,,18504,8229,22,313
680,16140,4,,18785,8229,22,313
681,16182,4,,18504,9123,22,313
682,16755,4,8447,18574,8229,22,313
683,17404,4,,18551,9413,22,313
684,8978,3,7377,,9412,22,224
685,11031,4,,18844,9412,22,408
686,11203,3,7751,18504,9412,29,393
687,11972,4,,18313,9412,28,306
688,12306,3,6713,,9412,22,242
689,12511,3,6732,18521,9121,28,363
690,13473,3,9013,,4864,28,295
691,14785,3,6745,,9412,28,287
692,15226,4,,,9412,28,313
693,16467,4,6143,,9412,28,313
694,9219,3,7012,,9411,28,397
695,9519,3,8480,18914,8698,36,281
696,9738,3,8480,,6816,28,301
697,9871,4,,18838,9411,22,306
698,11032,4,,,9411,22,313
699,11173,3,4885,18464,9119,22,397
700,12537,4,,18474,9411,22,313
701,14587,4,,,9411,22,313
702,14597,3,7151,18727,8698,22,434
703,15134,3,5543,18504,6112,34,404
704,15999,4,,18861,9411,22,364
705,9015,3,4565,,8223,28,367
706,9810,3,7271,18465,8697,28,423
707,11035,4,,,9410,22,313
708,12861,4,8293,,9410,28,313
709,13067,3,8004,18504,7230,29,252
710,13411,4,,18626,9117,22,364
711,,4,,,9410,36,313
712,14976,3,7774,18410,9410,22,363
713,15135,3,7337,,9117,22,302
714,9499,4,,18504,9116,27,313
715,9767,4,,,9409,22,313
716,11034,4,,,9409,22,313
717,11404,3,5848,18504,4792,22,328
718,11807,3,,,9409,20,382
719,12884,3,5465,18504,6302,34,397
720,14365,4,,18504,9409,20,313
721,14657,4,,,9409,19,306
722,14727,3,7402,18504,9116,34,299
723,15162,3,5566,18504,5397,22,338
724,15656,4,7357,18504,6512,20,313
725,,3,6407,18928,9409,28,411
726,11033,4,,,9408,22,313
727,13357,4,6447,18504,6509,22,313
728,,3,6159,18504,9115,22,351
729,15891,3,5111,18504,9407,22,423
730,9890,3,,,9406,22,288
731,10421,3,,,9406,22,273
732,13005,4,,18313,9406,28,306
733,16841,3,,,9406,22,288
734,12831,4,,18907,7224,27,306
735,13094,4,,18699,9405,22,306
736,14879,3,7846,18663,9405,36,268
737,15175,3,7097,18976,9405,24,258
738,16953,4,6327,18486,9405,22,313
739,,3,,,9405,28,288
740,17436,3,5286,18583,9405,24,407
741,8995,3,7363,18504,6505,34,432
742,9888,3,6885,18812,6108,22,347
743,10124,3,4995,18366,9404,22,378
744,10494,3,7185,18546,6505,22,299
745,12964,4,,18926,9404,22,313
746,17122,3,8656,18688,8690,28,358
747,9504,3,7185,18504,9426,22,351
748,10472,3,6766,18521,6309,22,307
749,,4,,18504,9426,36,313
750,12718,4,,18504,9426,22,306
751,16905,3,9024,18771,9426,22,351
752,11687,4,,,8251,27,306
753,17153,3,7193,18928,6528,29,328
754,13829,4,,18926,5527,22,313
755,9034,3,7259,18759,8245,34,258
756,12644,3,,18418,9425,20,339
757,15207,3,8090,18521,9141,22,252
758,10019,3,6562,18504,9424,36,417
